Coordenadas_inicio,Coordenadas_fin,Minutos
"[39.46677987811519, -0.33629754798561307]","[39.473637531697655, -0.40939295500671935]",23.152318318318315
"[39.44664109488254, -0.3366878289055526]","[39.4967951495534, -0.3940650187369468]",27.97404504504504
"[39.44658986917711, -0.40003384532771175]","[39.42978726214452, -0.38867343556270645]",13.210978978978977
"[39.48636957501465, -0.3772304260437414]","[39.520865314276385, -0.3781542128514641]",12.347066066066068
"[39.48715653683977, -0.35763966295351257]","[39.4590015104836, -0.37377731916261175]",13.532369369369368
"[39.44909505691507, -0.344109588268877]","[39.501806282785154, -0.38548254831371065]",23.784837837837838
"[39.50543404615704, -0.34877283270671944]","[39.47522282397902, -0.3925102950557391]",35.031024024024035
"[39.502114150655075, -0.4227809088830243]","[39.44437115663224, -0.3333513231344301]",38.03037537537539
"[39.46130735623004, -0.357870150125113]","[39.4965650658204, -0.394046967470944]",17.770141141141142
"[39.4642564695532, -0.3506278752659014]","[39.484468905327546, -0.3585274015298226]",10.202540540540545
"[39.470820203513476, -0.35157589141129614]","[39.48783120161742, -0.39541685791963876]",15.52612912912913
"[39.41725335678068, -0.39504128594835397]","[39.450630972136125, -0.39808145567205594]",21.26277177177177
"[39.44926744838674, -0.3863367439474666]","[39.48012286610417, -0.3866675206219744]",12.223369369369369
"[39.51088395843562, -0.40180059077528535]","[39.42978726214452, -0.38867343556270645]",39.87971771771769
"[39.470359772257915, -0.3483914846409244]","[39.46718946451829, -0.4199613027148308]",22.027993993994006
"[39.45989056185741, -0.3711223846245884]","[39.49538548236434, -0.35129179650701226]",22.056027027027024
"[39.47222226284941, -0.38902168918126656]","[39.464060108170415, -0.35150991216143335]",13.697141141141142
"[39.45179167987738, -0.3334660723640191]","[39.466510837480435, -0.3773253542252859]",17.10231231231231
"[39.45785423208481, -0.37011318410172167]","[39.488204081375585, -0.3579204249891624]",12.880735735735742
"[39.49590645320077, -0.39608276269477355]","[39.417475534651835, -0.3929737871876017]",34.76566666666667
"[39.47351395277355, -0.3899948354470055]","[39.47679696739808, -0.3462473060000242]",15.019540540540541
"[39.46662164106525, -0.36979668369271246]","[39.44463478450168, -0.39848964548394716]",12.96213813813814
"[39.464896197734866, -0.3601550159895986]","[39.45231972804563, -0.3369213581412886]",11.209180180180182
"[39.44938585872842, -0.3340999135672799]","[39.492411749362866, -0.37997700453719324]",23.841090090090084
"[39.498101142539866, -0.35194531669748363]","[39.460144606949385, -0.3683124787246014]",28.254432432432438
"[39.47285200235344, -0.41283773669562934]","[39.449127710769574, -0.39602824840563167]",10.39310810810811
"[39.480641700906695, -0.3856785483388106]","[39.49300436198604, -0.41782396069975913]",13.832003003003003
"[39.44643117540271, -0.39965333459394725]","[39.50197378601371, -0.34110435516792703]",33.626003003003
"[39.52900669714215, -0.39130645874789555]","[39.44072446831111, -0.330497299161539]",39.64911411411412
"[39.525220401198084, -0.3877644875045969]","[39.494408530841554, -0.38645858443020076]",13.463450450450447
"[39.462252421006674, -0.3980125736693793]","[39.50458052558019, -0.4234682392693216]",19.502261261261264
"[39.47281020460649, -0.3973617958233817]","[39.47161921890948, -0.3591699655042903]",13.333648648648648
"[39.48321476429962, -0.3945287417361598]","[39.431224264224085, -0.39287910736843806]",19.908282282282276
"[39.47675901539659, -0.3906311284935885]","[39.52535947267933, -0.39007940705674826]",22.06687087087087
"[39.464666255889306, -0.378869876395067]","[39.48122685723318, -0.357178565188734]",10.524951951951953
"[39.46782512220075, -0.34528875138124077]","[39.45441392101786, -0.379419248121727]",11.501699699699703
"[39.472944713869055, -0.33893725112299466]","[39.47222226284941, -0.38902168918126656]",16.499066066066067
"[39.47494402918454, -0.34554666923214716]","[39.45870105373594, -0.3980693617502197]",18.93342042042043
"[39.51300599133165, -0.41513152283299515]","[39.51937685332764, -0.45966203601881905]",19.43197897897898
"[39.46636963582915, -0.3521521128612406]","[39.484202703158395, -0.3746233470153104]",10.05372072072072
"[39.47467494368557, -0.43143575955618896]","[39.4919309921113, -0.4522232747118141]",44.751288288288286
"[39.455229196973434, -0.39486416904627303]","[39.47460345319014, -0.41910787769376806]",10.728903903903904
"[39.49515809076606, -0.37151683066547664]","[39.475566743178504, -0.4212750867194205]",18.235036036036032
"[39.447606332361694, -0.39985688607325515]","[39.4857968771275, -0.37506254831805586]",16.68286786786786
"[39.46265595168075, -0.46172547634770683]","[39.478074938988605, -0.4327075822949926]",16.905378378378373
"[39.4630608436868, -0.3649700527992642]","[39.46272708957957, -0.3972354298074817]",10.613204204204205
"[39.466183660923896, -0.3331241781942545]","[39.51088395843562, -0.40180059077528535]",27.87330330330331
"[39.484936717485134, -0.4038119594787838]","[39.45441392101786, -0.379419248121727]",14.9476006006006
"[39.50343158143151, -0.4463243232571496]","[39.509346534077636, -0.41875369558217357]",17.63862162162162
"[39.447035277394896, -0.33122056712822817]","[39.49835163999365, -0.4182288547917441]",34.18368468468471
"[39.46887885680016, -0.36743298542244524]","[39.45432979903663, -0.4013604447827324]",13.16645345345346
"[39.482345492399446, -0.38265081064762374]","[39.44543912256751, -0.3934747079432747]",16.44459759759759
"[39.47076655052051, -0.3574801885142396]","[39.45616772991021, -0.39983143804936927]",15.764744744744744
"[39.48149622824277, -0.36516226284084524]","[39.52052760344113, -0.387615329474106]",17.027330330330322
"[39.48389328376311, -0.36277831284378864]","[39.45833927812623, -0.3784701984556159]",11.118297297297298
"[39.461362702829454, -0.38187812255794135]","[39.49869916140808, -0.4211214067336035]",19.28197297297298
"[39.46506312190157, -0.38900660326487824]","[39.46606267348533, -0.329845943113011]",17.966474474474474
"[39.52177004922981, -0.3855678815286831]","[39.46588136294096, -0.39554783193301185]",24.226357357357365
"[39.49631482577217, -0.38233563418635336]","[39.52251521699365, -0.38860691840478334]",11.102966966966967
"[39.48441851601877, -0.3846753731275871]","[39.474506236185455, -0.34899037083569767]",12.591438438438438
"[39.46887131200958, -0.38083173420401134]","[39.473848684048114, -0.3322795918121895]",17.114408408408416
"[39.481045097505415, -0.3933742314245568]","[39.526766570552354, -0.3947845730588152]",18.45131531531531
"[39.45364393439391, -0.3984761315992451]","[39.45947143873378, -0.35936413633492525]",12.562963963963963
"[39.46844981311719, -0.32975958414213363]","[39.50362790679298, -0.38387453166856383]",21.359993993993996
"[39.49208109626654, -0.3853178791580889]","[39.44706230043879, -0.3273186898759596]",24.68316216216215
"[39.499769821477656, -0.35017521575849714]","[39.45170689298975, -0.33480705664630933]",25.57909909909913
"[39.51500849084527, -0.46387737310773997]","[39.51529352042296, -0.41203599572543065]",21.093843843843846
"[39.50041364942493, -0.41963060759464416]","[39.49982191600186, -0.35019840921732276]",35.55310210210211
"[39.47053585123098, -0.3707369819466174]","[39.48539047478447, -0.4171337663561566]",16.515327327327324
"[39.52036194124325, -0.3867253173270647]","[39.451991205581116, -0.4030477716080523]",27.075531531531546
"[39.50469750994232, -0.4123806153396224]","[39.50526900540008, -0.44741681583254567]",19.521804804804802
"[39.46661858188884, -0.3646887840036426]","[39.456581668016234, -0.39759463868734324]",12.032855855855853
"[39.497289832363094, -0.3444581505105988]","[39.482867960219835, -0.37114528936718794]",25.97347447447448
"[39.47070010442402, -0.4134787364649105]","[39.47630571884029, -0.34204251619839465]",22.22554954954955
"[39.520845760536226, -0.468658087751768]","[39.52510060769242, -0.40997702524986734]",21.50455855855856
"[39.493259066308106, -0.3975331297181106]","[39.45234246637522, -0.3887116014043889]",16.003501501501503
"[39.50378656557392, -0.4234611434175019]","[39.463199660586675, -0.3602330258697767]",26.636735735735762
"[39.47047305495836, -0.3432234036999443]","[39.4590015104836, -0.37377731916261175]",10.31975075075075
"[39.46141419203615, -0.3345216596712958]","[39.482912622279215, -0.3623955532216371]",14.337735735735736
"[39.470572639130225, -0.34789391285929216]","[39.490004843319426, -0.34389901865950456]",11.187033033033032
"[39.52440073438468, -0.37952363967589925]","[39.44072446831111, -0.330497299161539]",38.79965465465466
"[39.50386138302758, -0.42039036351768366]","[39.41502474370847, -0.38361874635218424]",37.854447447447434
"[39.439482808329814, -0.3773524012796803]","[39.472792822824395, -0.330549555957935]",20.12856456456457
"[39.483084861465315, -0.4165193376576585]","[39.46028416441768, -0.37235344282726884]",17.948435435435442
"[39.48954890859192, -0.3729643812851176]","[39.459923701656514, -0.3532455611286952]",13.216195195195189
"[39.46251107203901, -0.3511876094510849]","[39.45219509478394, -0.3960186012802859]",15.204342342342352
"[39.49055296017127, -0.37417548979589554]","[39.502782625551916, -0.4191860060565577]",18.029417417417417
"[39.51653778277924, -0.41749264484831344]","[39.512723141308705, -0.46829901634748555]",19.226513513513513
"[39.48729772221162, -0.3766625443865741]","[39.468694014275414, -0.3582875524807343]",10.64971171171171
"[39.520421599812494, -0.4664484711271716]","[39.507125372155684, -0.41286658886095157]",24.241216216216223
"[39.49725256221984, -0.4194510544874338]","[39.478744501255434, -0.41592326001291335]",17.405366366366366
"[39.45529529548274, -0.37786557597056025]","[39.48646359460353, -0.3856996449464991]",13.985579579579571
"[39.467429323401305, -0.34470060129491253]","[39.50029445845267, -0.34711602186432244]",18.382204204204204
"[39.49837927089074, -0.35221882913565583]","[39.48079894191677, -0.3860567226376984]",31.38000300300302
"[39.46689706390658, -0.36883549884276606]","[39.45811065408771, -0.3994887232549051]",11.39938138138138
"[39.50971200414956, -0.44623920702002756]","[39.52512034742069, -0.4175903162757773]",12.962636636636637
"[39.47522282397902, -0.3925102950557391]","[39.45329284963217, -0.37339941861203446]",11.697375375375378
"[39.4637418143849, -0.33379932065057694]","[39.42148969344809, -0.40189099764578484]",28.681132132132134
"[39.4995431634169, -0.391853203742223]","[39.44810504310105, -0.37645537820530045]",22.49642642642643
"[39.48733784718401, -0.3810026547581417]","[39.45398112094964, -0.3683518678587702]",15.663456456456458
"[39.47594537223582, -0.3436348430563764]","[39.45231972804563, -0.3369213581412886]",13.708033033033026
"[39.50734230798403, -0.43767675963421415]","[39.512962462650826, -0.41328151269682145]",12.730672672672677
"[39.49402705777361, -0.37030579649984147]","[39.46527212814748, -0.3642718808534921]",12.15290990990991
"[39.48952319185241, -0.395504981001536]","[39.4651353090329, -0.3800763270292115]",11.09587087087087
"[39.47370398222422, -0.3824341429839708]","[39.46488071033012, -0.3318038728474148]",16.798003003003007
"[39.482587540569575, -0.42429317607468703]","[39.49379160772314, -0.3485542168893218]",35.69325525525526
"[39.45504873581664, -0.40540181335557607]","[39.45995740816682, -0.37352463166617994]",11.542525525525528
"[39.45301211251137, -0.33326943151641725]","[39.48999743632666, -0.3955809256894459]",26.374240240240223
"[39.49142554953099, -0.3926246858927548]","[39.490004843319426, -0.34389901865950456]",18.42248648648648
"[39.474446021429245, -0.4214563405051009]","[39.46305864105857, -0.3471945985220322]",22.636336336336342
"[39.495054842616945, -0.3497790450072617]","[39.52461285987543, -0.3954367605192747]",41.12822522522523
"[39.4220547224916, -0.39107364523678506]","[39.484682449546824, -0.3778539767246693]",28.40036036036036
"[39.46549406917719, -0.32763124128258664]","[39.50362790679298, -0.38387453166856383]",23.50166066066066
"[39.473226812364764, -0.3627856750248327]","[39.463466405168155, -0.3836709707464893]",10.435720720720719
"[39.46134170139654, -0.395586204536952]","[39.47212847821168, -0.34089962864679635]",18.426462462462464
"[39.47592075611467, -0.3680634869340867]","[39.44986902404541, -0.39077000991567484]",14.19173273273273
"[39.44979445177697, -0.3385953309437797]","[39.45870105373594, -0.3980693617502197]",21.22741441441442
"[39.47852233034718, -0.36625806789067844]","[39.47188207146048, -0.33504359899957165]",10.273732732732729
"[39.52345035252705, -0.4646013517068862]","[39.50286073706087, -0.4133657244160156]",25.203051051051055
"[39.46072813126739, -0.35040055544626897]","[39.48455151288822, -0.3625251754241705]",11.004747747747748
"[39.47226074200682, -0.38972146242480427]","[39.480962496625615, -0.35208387392127705]",15.153165165165166
"[39.457258831001944, -0.35476986364851687]","[39.520496095369765, -0.3850747543748364]",24.654186186186184
"[39.46796413634262, -0.34781003907461305]","[39.46875257230716, -0.42125925292279903]",27.119981981981994
"[39.44960578758327, -0.3921702200593267]","[39.474149075894644, -0.3259482674202578]",23.680669669669673
"[39.52790354250802, -0.38718687353471853]","[39.46977606334659, -0.3969368895714264]",23.615873873873873
"[39.46446047097471, -0.3573468767896584]","[39.48425203395003, -0.3914094548532787]",13.559813813813813
"[39.46934491875838, -0.385015618960723]","[39.52257085031903, -0.3859118387261502]",21.520984984984985
"[39.46890163449153, -0.36838517668677545]","[39.507053604083175, -0.39843405750282057]",19.01016816816817
"[39.462513474470384, -0.3758932495284858]","[39.49954957109156, -0.390340292079735]",17.047990990991003
"[39.457224726275044, -0.39478308956187563]","[39.46231508894026, -0.3395534764946805]",17.099033033033034
"[39.461151620587394, -0.39827945212365146]","[39.49479189005897, -0.3778816034036909]",17.34494894894895
"[39.481531506203076, -0.3622105940748405]","[39.45684722133387, -0.4023163469582243]",16.952198198198197
"[39.47661911308062, -0.39144198659595286]","[39.45551384705797, -0.36949741626679666]",10.637765765765765
"[39.49159232683486, -0.3623503514974796]","[39.44333684911802, -0.39875462559091224]",23.278426426426446
"[39.50388604074019, -0.4171995580828166]","[39.51433255578583, -0.44106126552795566]",19.734180180180182
"[39.49752705971977, -0.3773372715562935]","[39.46375433245889, -0.39542394791509455]",15.316753753753755
"[39.518488643825975, -0.47266890340804324]","[39.51566695848833, -0.47993822539404174]",12.351756756756755
"[39.45870105373594, -0.3980693617502197]","[39.478241470222684, -0.3742505697793765]",12.464648648648641
"[39.4872913469711, -0.38774467271970414]","[39.44684201602743, -0.39116377015233733]",16.275192192192186
"[39.50402324139065, -0.42060508017100834]","[39.46043833010892, -0.40519058812517794]",18.123558558558564
"[39.49126722059079, -0.37617751018965095]","[39.47634364140768, -0.3437458280152227]",11.758675675675674
"[39.45444015477224, -0.39119195379198135]","[39.48499581210846, -0.3964683690749625]",12.708591591591592
"[39.45760394637132, -0.38349344139701075]","[39.478504167217196, -0.357603751194572]",11.943462462462461
"[39.45329142805377, -0.3661804852119404]","[39.48202022418811, -0.37238775714006356]",13.354435435435438
"[39.487781612782236, -0.3915306299691088]","[39.44810504310105, -0.37645537820530045]",17.524105105105104
"[39.4844071986934, -0.3667637060092582]","[39.49563113028203, -0.3483420657423635]",15.105615615615614
"[39.464666255889306, -0.378869876395067]","[39.44089067251417, -0.4055396401894798]",16.552927927927936
"[39.52906376427173, -0.3895961516613906]","[39.458676924060185, -0.39623827840459325]",29.369534534534527
"[39.50924101883143, -0.45139790683770603]","[39.508411532761734, -0.4143457663624314]",17.99138138138139
"[39.492455719247424, -0.38297086712497314]","[39.44892627623793, -0.3693152171402755]",18.34858858858859
"[39.471738659542346, -0.33985930808548387]","[39.44709951443684, -0.3822247819022211]",16.954384384384387
"[39.456248199087376, -0.400844119866383]","[39.46779540919241, -0.36892365779760405]",12.023174174174171
"[39.45778338398108, -0.39881069164306204]","[39.48650748833374, -0.3739119925997986]",14.193498498498492
"[39.4529130555493, -0.3651431254793919]","[39.44927016320101, -0.33358930176053686]",11.036306306306306
"[39.476553983607246, -0.3339936352975658]","[39.44898058832748, -0.33266012154895624]",11.145549549549546
"[39.48087562619528, -0.42477277938208513]","[39.463067458239806, -0.3670226170874306]",18.02102102102103
"[39.449956327618246, -0.4018010863385486]","[39.48621535383808, -0.37407726275933423]",16.330297297297292
"[39.469945418049086, -0.4193419167956435]","[39.49869916140808, -0.4211214067336035]",17.977672672672675
"[39.484999066040615, -0.3961502932972396]","[39.48945736997856, -0.3583427041825542]",11.750456456456458
"[39.48750887307411, -0.35377629971283575]","[39.44518553324093, -0.39117340128267186]",21.641798798798803
"[39.50381543918045, -0.3519253094319992]","[39.45129279176826, -0.3908681664198626]",38.12710510510511
"[39.47606073380294, -0.4260509108093971]","[39.462428371839714, -0.3754884288833942]",15.444225225225226
"[39.49137545412857, -0.3723345071873037]","[39.46568138828758, -0.384876900207462]",12.369549549549552
"[39.47291922177073, -0.3466685755665407]","[39.497750135806285, -0.387981883318827]",18.97255555555556
"[39.45329142805377, -0.3661804852119404]","[39.48294455058567, -0.3714715625501782]",13.731348348348348
"[39.49241385956951, -0.3960923515430399]","[39.4413648349397, -0.3360594934887031]",33.605855855855864
"[39.44699344168825, -0.3821686736672381]","[39.48696726767401, -0.3856105813982973]",17.46312012012011
"[39.45092301354079, -0.3345534383926463]","[39.466245364489694, -0.3865007150914804]",20.08982582582582
"[39.479618770058586, -0.38883347875035756]","[39.46141419203615, -0.3345216596712958]",17.28793993993994
"[39.46437567081413, -0.3658951279514717]","[39.47561664889307, -0.424571547967748]",17.23367867867868
"[39.47370398222422, -0.3824341429839708]","[39.449264678945426, -0.391827131671405]",10.51592792792793
"[39.498905565224426, -0.3841868839615825]","[39.462262242180415, -0.37127489059695]",18.003786786786787
"[39.48924906100733, -0.376173507729761]","[39.521275989566725, -0.38822690802729815]",11.693702702702703
"[39.44463478450168, -0.39848964548394716]","[39.46981319144574, -0.3949312582398022]",10.908276276276277
"[39.448079705492546, -0.37336731011775426]","[39.44714128774259, -0.33020159798814247]",15.957129129129132
"[39.46540416962756, -0.37255822504460245]","[39.45224743195778, -0.40183005584130493]",11.699255255255256
"[39.526155204062505, -0.38605672535783525]","[39.46197066755947, -0.36137539528682755]",24.676084084084078
"[39.44786407925796, -0.379416510599347]","[39.50029445845267, -0.34711602186432244]",27.44936636636636
"[39.48987991317389, -0.3780426161605341]","[39.47994259111791, -0.42545333810759917]",17.79894294294294
"[39.45836516166804, -0.39131479986974765]","[39.473848684048114, -0.3322795918121895]",20.56385285285286
"[39.44803052520913, -0.3664927521993145]","[39.473226812364764, -0.3627856750248327]",11.912657657657657
"[39.50450436799507, -0.4219009101972269]","[39.463551164245196, -0.33818787235096337]",31.253984984984996
"[39.48933544528217, -0.3750762453562739]","[39.456045658526726, -0.39640847067543233]",16.583102102102114
"[39.4859446978277, -0.35537456886463303]","[39.41978573583446, -0.38513141442799625]",29.244105105105106
"[39.44437115663224, -0.3333513231344301]","[39.45021424425697, -0.3874087672663812]",20.346135135135135
"[39.498651089228254, -0.35492821935435803]","[39.47982085875867, -0.3617724247419693]",24.883810810810814
"[39.503342854086206, -0.418151681012747]","[39.465962712176825, -0.35895163750688486]",25.850273273273274
"[39.47550438593172, -0.35946801607596074]","[39.525220401198084, -0.3877644875045969]",20.745276276276275
"[39.468648481124035, -0.3457746085541145]","[39.506490081406575, -0.424521206205508]",30.425033033033035
"[39.47082878693034, -0.3474298173385879]","[39.46577329979112, -0.38612307688728076]",12.734300300300301
"[39.50293637495475, -0.35025506429004816]","[39.449733140747554, -0.3969585182627564]",38.22471771771773
"[39.47226576350211, -0.4180488405196405]","[39.49879763147703, -0.34974794266934567]",33.932756756756746
"[39.49873474081511, -0.3907104134753145]","[39.46278636093696, -0.37677743509071016]",16.717771771771773
"[39.467195982555474, -0.37039826477865606]","[39.492830843796014, -0.39243040931334794]",14.694732732732728
"[39.473988658088054, -0.3655256950087939]","[39.476641770469044, -0.3971593434823827]",10.961105105105105
"[39.494408530841554, -0.38645858443020076]","[39.45593616890379, -0.39858908197840187]",16.030822822822827
"[39.50307629454208, -0.4441124080585561]","[39.50393001796275, -0.40874514359010355]",18.249603603603614
"[39.4455682783098, -0.33321941237006153]","[39.47933050615456, -0.3597804980821361]",18.1027927927928
"[39.50133276411745, -0.35182976850560854]","[39.47045846198583, -0.32917627342957323]",18.364705705705713
"[39.53283211312176, -0.38836536734820026]","[39.4981920339452, -0.41636809060469243]",26.14447447447447
"[39.475457299933844, -0.360326462303578]","[39.463466405168155, -0.3836709707464893]",10.103216216216218
"[39.48453759968374, -0.36579647466893916]","[39.45272909287617, -0.3348891279870005]",18.378939939939947
"[39.46886029145783, -0.3463146391040378]","[39.49183250374502, -0.3722261978160176]",12.869030030030029
"[39.480269808446366, -0.4158649299131744]","[39.48847769898367, -0.36003237185870174]",22.39175375375375
"[39.41518635606388, -0.3875540233217587]","[39.47740412902657, -0.3583866098206761]",30.070195195195197
"[39.45232150768553, -0.38835388892860156]","[39.50135488169062, -0.3916930169128661]",19.626477477477486
"[39.49752705971977, -0.3773372715562935]","[39.468809666190225, -0.41962758886797347]",24.40725225225227
"[39.46782155666278, -0.3844613062222706]","[39.526597178113214, -0.39238605834551865]",22.913444444444444
"[39.473758902168484, -0.38451521875501055]","[39.475829767306884, -0.3532061665882131]",12.204873873873876
"[39.46207644627318, -0.3679151343791528]","[39.45870105373594, -0.3980693617502197]",11.078111111111111
"[39.46279155105866, -0.36040699496004336]","[39.49103945174032, -0.34991027395658947]",16.410663663663662
"[39.47634109820558, -0.3592544287587585]","[39.50515226815777, -0.35079305145638423]",17.42052852852852
"[39.48052746943324, -0.3609326056816191]","[39.51443000979583, -0.3657040852778135]",17.854108108108104
"[39.5091306697263, -0.415601224819979]","[39.5047090733845, -0.445005886252312]",16.78119219219219
"[39.44909505691507, -0.344109588268877]","[39.49736468932334, -0.3756562712747554]",21.57044144144145
"[39.46266909437167, -0.3386478149463559]","[39.475566743178504, -0.4212750867194205]",24.22257957957958
"[39.44089067251417, -0.4055396401894798]","[39.45420482476331, -0.3940216832851793]",11.554453453453453
"[39.463656851050935, -0.36834182074613603]","[39.495244822514756, -0.36402086347801144]",14.409435435435437
"[39.41486316458114, -0.39285362700293847]","[39.467867191972076, -0.32869136628648327]",32.01123723723724
"[39.459564435358075, -0.3761192586750368]","[39.47971814457138, -0.37445722561747696]",11.409210210210206
"[39.49922716889971, -0.3880005541018789]","[39.468901568412434, -0.33935484573462493]",19.43287687687688
"[39.45644932827231, -0.38095991073186475]","[39.52193320727515, -0.3836338424588007]",26.865228228228226
"[39.429332175698626, -0.38878254354566605]","[39.48783120161742, -0.39541685791963876]",26.193558558558554
"[39.4832721396622, -0.3817305440705885]","[39.457530591071155, -0.40523392726899193]",13.160954954954953
"[39.49066461669139, -0.3772170639787875]","[39.46038320474362, -0.36421453450124164]",13.428855855855858
"[39.42249984658735, -0.3970828246429299]","[39.47351395277355, -0.3899948354470055]",25.20083183183184
"[39.4797557109218, -0.34280712477672315]","[39.46118859958081, -0.3911498217900398]",16.772243243243246
"[39.4782994619006, -0.3793456639465195]","[39.462463683926934, -0.38195070272278875]",11.21722822822823
"[39.425024769433676, -0.39073970217350484]","[39.48122685723318, -0.357178565188734]",28.97015915915916
"[39.50281355582394, -0.3905151951219266]","[39.44714128774259, -0.33020159798814247]",30.06566666666667
"[39.45204265796869, -0.3574866693518165]","[39.45554468600464, -0.3950402899513686]",12.983243243243244
"[39.48091003448286, -0.35997751984256793]","[39.45833927812623, -0.3784701984556159]",11.424006006006003
"[39.4716874443708, -0.4208608710246606]","[39.52538868345943, -0.3855832735848449]",27.728966966966972
"[39.41725335678068, -0.39504128594835397]","[39.48581474905832, -0.3984224672169967]",31.315726726726734
"[39.468901999841016, -0.35436849333560294]","[39.47178972479637, -0.3910513966594587]",12.77981081081081
"[39.47156505989951, -0.4234357490535419]","[39.469630446582975, -0.34507646795622826]",23.327354354354366
"[39.47410647462265, -0.41826360232912113]","[39.485858365236545, -0.37743143778323884]",14.061996996996992
"[39.45567051018557, -0.4610394814330957]","[39.46827284818639, -0.43517167960175496]",12.714327327327329
"[39.480962496625615, -0.35208387392127705]","[39.4716874443708, -0.4208608710246606]",23.817717717717724
"[39.492268723125186, -0.3720743944143017]","[39.45969963981131, -0.41277145935286097]",21.29006006006007
"[39.50016669203209, -0.3658832469963033]","[39.45092301354079, -0.3345534383926463]",25.22887087087089
"[39.484533304954844, -0.35510565371512287]","[39.45204265796869, -0.3574866693518165]",13.505390390390385
"[39.45870105373594, -0.3980693617502197]","[39.44571653797857, -0.33790994343654696]",22.34754954954955
"[39.465998097777515, -0.3992912926115833]","[39.490302907141526, -0.37527068971804456]",13.542849849849851
"[39.48933544528217, -0.3750762453562739]","[39.4507816887771, -0.3762032680079216]",18.602231231231233
"[39.461918427607436, -0.37393938687160766]","[39.42184106653281, -0.38875937117824183]",18.433744744744743
"[39.492394895218936, -0.38199724226633763]","[39.452453529018975, -0.3961925449369109]",17.02607807807808
"[39.51549667868266, -0.458177221872353]","[39.50525664554212, -0.41497724280723436]",21.12564264264265
"[39.51047761478572, -0.422062131076877]","[39.50549108052265, -0.4406462875880262]",15.306165165165165
"[39.44396182749176, -0.3294766388866809]","[39.468624649048984, -0.3971083238763115]",27.184870870870864
"[39.52500163656794, -0.41453157005250335]","[39.51503762399451, -0.4639805465014608]",20.160078078078076
"[39.51799691869397, -0.38740448697052]","[39.46636963582915, -0.3521521128612406]",22.622885885885882
"[39.49199742538856, -0.38216103469708956]","[39.462575228537986, -0.4090386154942659]",14.79078078078078
"[39.45610332769069, -0.3698792053520132]","[39.44927016320101, -0.33358930176053686]",12.87798798798799
"[39.46953794999881, -0.35956403475811505]","[39.44979445177697, -0.3385953309437797]",14.078018018018014
"[39.502109378492975, -0.41664854447438154]","[39.464060108170415, -0.35150991216143335]",26.31101201201203
"[39.48933544528217, -0.3750762453562739]","[39.45739855063225, -0.39424538369296613]",16.083285285285296
"[39.47429880462275, -0.39632384564769435]","[39.45647607204995, -0.37234539076568657]",10.676582582582585
"[39.46990564858309, -0.37920542869049306]","[39.47102277263202, -0.34439755222231505]",12.314150150150157
"[39.46751512535775, -0.35590407061796336]","[39.49856377537548, -0.3874679786563727]",18.120780780780787
"[39.39955659785613, -0.3999319745940235]","[39.43229236870275, -0.42049959837660256]",18.237468468468474
"[39.52382321073876, -0.41294965803812655]","[39.515849264032546, -0.45993515488567466]",19.000009009009016
"[39.46845019743416, -0.3578215259217794]","[39.45718863878191, -0.3841269632348477]",12.248078078078079
"[39.51085507120988, -0.44631736337692085]","[39.50298276003324, -0.41414074587839744]",18.488027027027037
"[39.530600598806735, -0.38862776942404453]","[39.42242576844811, -0.3957121312680035]",46.83653453453449
"[39.45420482476331, -0.3940216832851793]","[39.525355756750315, -0.3923364706575807]",28.444786786786782
"[39.44610899679654, -0.3961807338183185]","[39.470572639130225, -0.34789391285929216]",18.238213213213214
"[39.48540817768217, -0.39182772583351]","[39.493856299025225, -0.3530682987854535]",25.111756756756748
"[39.4703347029734, -0.33042865422259804]","[39.48294455058567, -0.3714715625501782]",15.165837837837834
"[39.46642347580528, -0.35551980940737404]","[39.500437685101076, -0.34111385630450014]",18.954006006006004
"[39.45219509478394, -0.3960186012802859]","[39.50207035210995, -0.41878690314414563]",21.99706606606607
"[39.53283211312176, -0.38836536734820026]","[39.457819732882236, -0.38374648188162686]",29.030255255255245
"[39.500378617604426, -0.44601036049976744]","[39.517835882185814, -0.41166391340381303]",17.52985885885886
"[39.50041355893238, -0.38800651607680275]","[39.459335896926284, -0.3789475720420206]",18.851972972972973
"[39.42249984658735, -0.3970828246429299]","[39.48791798383973, -0.3782208360525773]",31.48891291291293
"[39.468073213470696, -0.3948942429920924]","[39.42242576844811, -0.3957121312680035]",23.39521921921922
"[39.46723439079767, -0.4131659421856089]","[39.4856381380339, -0.38958375844574433]",11.346741741741742
"[39.457293062795415, -0.38053208523065035]","[39.44825787130851, -0.34254902955662764]",13.588660660660661
"[39.48051312028915, -0.3856508364880628]","[39.476424669118444, -0.4200315227169521]",11.9614024024024
"[39.44769720127755, -0.39224623419605936]","[39.47074153660004, -0.3371770310757456]",18.819201201201206
"[39.48983058163553, -0.3618021235804415]","[39.526155204062505, -0.38605672535783525]",17.10205705705705
"[39.49837927089074, -0.35221882913565583]","[39.515050442566796, -0.3870222160616893]",37.2246786786787
"[39.49709003180808, -0.39097160451457763]","[39.459950694682476, -0.35502192623029094]",18.737399399399397
"[39.46397301220256, -0.3542090817606889]","[39.47393301406303, -0.39158266899932687]",13.087135135135133
"[39.47480044854671, -0.3398551382239285]","[39.474446021429245, -0.4214563405051009]",24.551165165165163
"[39.51863602581276, -0.47393819336338183]","[39.50349790892483, -0.40679555542978785]",27.62134834834835
